      FCFS        10                   0             10.0317            0.394812         -0.00393566
      FCFS        11                   0             11.0348            0.434293         -0.00357787
      FCFS        12                   0              12.038            0.473775         -0.00327972
      FCFS        13                   0             13.0412            0.513257         -0.00302743
      FCFS        14                   0             14.0443            0.552737         -0.00281119
      FCFS        15                   0             15.0475            0.592219         -0.00262377
      FCFS        16                   0             16.0507            0.631702         -0.00245979
      FCFS        17                   0             17.0538             0.67118         -0.00231509
      FCFS        18                   0              18.057            0.710661         -0.00218648
      FCFS        19                   0             19.0602            0.750144          -0.0020714
      FCFS        20                   0             20.0633            0.789624         -0.00196783
      FCFS        21                   0             21.0665            0.829106         -0.00187412
      FCFS        22                   0             22.0696            0.868586         -0.00178894
      FCFS        23                   0             23.0729            0.908069         -0.00171116
      FCFS        24                   0              24.076             0.94755         -0.00163986
      FCFS        25                   0             25.0792            0.987032         -0.00157426
      FCFS        26                   0             26.0824             1.02651         -0.00151372
      FCFS        27                   0             27.0855             1.06599         -0.00145765
      FCFS        28                   0             28.0886             1.10547         -0.00140559
      FCFS        29                   0             29.0917             1.14495         -0.00135712
      FCFS        30                   0              30.095             1.18444         -0.00131189
      HRRN        10                   0              966.02            0.418437        -4.33156e-05
